timestamp,x,y,vx,vy,yaw
1754795389.669295,0.200000,-0.900000,0.625859,-0.081375,0.029442
1754795389.694528,0.200000,-0.900000,0.688514,-0.243776,0.117150
1754795389.719435,0.100000,-0.900000,0.657390,-0.447190,0.209112
1754795389.745110,0.100000,-0.900000,0.649906,-0.626655,0.312042
1754795389.769184,0.100000,-0.900000,0.710048,-0.632552,0.305855
1754795389.794921,0.100000,-0.900000,0.708820,-0.448709,0.203014
1754795389.819226,0.100000,-0.900000,0.571806,-0.377114,0.167422
1754795389.844388,0.100000,-1.000000,0.738307,0.481736,-0.246496
1754795389.869345,0.100000,-1.000000,0.669712,0.159854,-0.090825
1754795403.245254,2.700000,-0.300000,0.250714,0.333553,-0.170777
1754795403.269224,2.700000,-0.400000,0.390672,0.592207,-0.286995
1754795403.295140,2.700000,-0.400000,0.139646,0.513258,-0.266079
1754795403.745028,2.400000,-0.400000,0.558548,0.501445,-0.233643
1754795403.769306,2.300000,-0.400000,0.463866,0.432703,-0.201212
1754795404.044993,2.100000,-0.400000,0.337170,0.462214,-0.239703
1754795404.094458,2.100000,-0.400000,0.255024,0.562074,-0.289943
1754795404.119309,2.100000,-0.400000,0.042685,0.826330,-0.435017
1754795404.419298,1.800000,-0.700000,0.564769,-0.303634,0.133888
1754795404.519319,1.700000,-0.300000,0.526967,0.383311,-0.197030
1754795404.544903,1.700000,-0.400000,0.238222,0.525833,-0.273681
1754795404.595145,1.700000,-0.300000,0.394371,0.393707,-0.200874
1754795404.619474,1.700000,-0.400000,0.169788,0.680379,-0.356575
1754795404.644998,1.600000,-0.300000,0.247840,0.635119,-0.321244
1754795405.019224,1.300000,-0.300000,0.373112,0.226680,-0.116378
1754795405.519178,0.900000,-0.300000,0.420529,0.344850,-0.178202
1754795406.019202,0.500000,-0.300000,0.554255,0.493879,-0.253924
1754795406.569278,0.100000,-0.300000,0.451952,0.363777,-0.178574
1754795406.594735,0.100000,-0.300000,0.649135,0.139445,-0.073609
1754795406.619311,0.100000,-0.300000,0.614174,-0.013412,0.002914
1754795406.645135,0.100000,-0.300000,0.614174,-0.013412,0.002914
1754795406.669177,0.100000,-0.300000,0.614174,-0.013412,0.002914
1754795406.694651,0.100000,-0.300000,0.554302,-0.058872,0.022557
1754795406.719217,0.100000,-0.300000,0.616150,-0.120955,0.052727
1754795406.744905,0.100000,-0.300000,0.616150,-0.120955,0.052727
1754795406.769205,0.100000,-0.300000,0.761462,-0.144381,0.062310
1754795406.794976,0.100000,-0.300000,0.688785,-0.141200,0.061350
1754795406.819169,0.100000,-0.300000,0.688785,-0.141200,0.061350
1754795406.844594,0.100000,-0.300000,0.688785,-0.141200,0.061350
